what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360664086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360665012
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1497360665306
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1497360666079
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1497360667591
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1497360668736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360673114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360673161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1497360673168
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1497360674011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360675110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360705442
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1497360705472
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1497360707283
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1497360707307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1497360759560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360764403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360802402
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1497360802429
opened,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1497360804606
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1497360804616
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1497360808576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360808850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360810074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360812254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360813755
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1497360814050
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1497360815040
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1497360816205
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1497360816364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360817557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360819371
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1497360819742
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1497360820670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360821791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360823274
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1497360823723
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1497360824768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360825764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1497360828178
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1497360828871
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1497360829804
